country_code,channel_id,channel_number,channel_name,channel_display_name,date,program_title,start_time,end_time,scraped_at
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-09-15,Ultimate Sevens: Cardiff,12:00AM,4:15AM,2026-09-15T03:38:02Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-09-15,The Crowd Goes Wild,4:15AM,5:00AM,2026-09-15T03:38:02Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-09-15,UFC 331 Countdown,5:00AM,5:30AM,2026-09-15T03:38:02Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-09-15,CPL: Barbados v Guyana Ext Hls,5:30AM,6:00AM,2026-09-15T03:38:02Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-09-15,NZC Whakapapa - Te Ara Putanga,6:00AM,6:20AM,2026-09-15T03:38:02Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-09-15,WXV: France v Black Ferns Hls,6:20AM,6:35AM,2026-09-15T03:38:02Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-09-15,La Vuelta Stage 17 Hls,6:35AM,7:05AM,2026-09-15T03:38:02Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-09-15,La Vuelta Stage 18 Hls,7:05AM,7:35AM,2026-09-15T03:38:02Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-09-15,La Vuelta Stage 19 Hls,7:35AM,8:05AM,2026-09-15T03:38:02Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-09-15,La Vuelta Stage 20 Hls,8:05AM,8:35AM,2026-09-15T03:38:02Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-09-15,La Vuelta Stage 21 Hls,8:35AM,9:05AM,2026-09-15T03:38:02Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-09-15,WSL: Fiji Pro Finals Day HLs,9:05AM,10:00AM,2026-09-15T03:38:02Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-09-15,Korn Ferry Tour: Round 4,10:00AM,12:00PM,2026-09-15T03:38:02Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-09-15,England v Pakistan: 3rd Test Wrap,12:00PM,1:30PM,2026-09-15T03:38:02Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-09-15,The Crowd Goes Wild,1:30PM,2:00PM,2026-09-15T03:38:02Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-09-15,La Vuelta: Wk3 Hls,2:00PM,2:30PM,2026-09-15T03:38:02Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-09-15,League Lounge With Shaun Johnson,2:30PM,3:00PM,2026-09-15T03:38:02Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-09-15,NRL 360,3:00PM,4:00PM,2026-09-15T03:38:02Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-09-15,Matty & Cronk,4:00PM,4:30PM,2026-09-15T03:38:02Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-09-15,The Breakdown,4:30PM,5:25PM,2026-09-15T03:38:02Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-09-15,UFC 331 Countdown,5:25PM,5:55PM,2026-09-15T03:38:02Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-09-15,NZC Whakapapa - Te Ara Putanga,5:55PM,6:15PM,2026-09-15T03:38:02Z
