country_code,channel_id,channel_number,channel_name,channel_display_name,date,program_title,start_time,end_time,scraped_at
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-08-24,Deutschland Tour Stage 4,12:00AM,2:50AM,2026-08-24T01:15:08Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-08-24,NRL 2026: Titans v Sharks R25,2:50AM,4:30AM,2026-08-24T01:15:08Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-08-24,AFLW: Port Adelaide v Hawthorn,4:30AM,6:15AM,2026-08-24T01:15:08Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-08-24,NRLW : Titans v Broncos Hls R8,6:15AM,6:30AM,2026-08-24T01:15:08Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-08-24,NRLW : Roosters v Warriors Hls R8,6:30AM,6:45AM,2026-08-24T01:15:08Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-08-24,NRLW : Sharks v Eels Hls R8,6:45AM,7:00AM,2026-08-24T01:15:08Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-08-24,NPC: Waikato v Counties Manukau Hls,7:00AM,7:15AM,2026-08-24T01:15:08Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-08-24,NPC: Otago v Wellington,7:15AM,9:10AM,2026-08-24T01:15:08Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-08-24,The Breakdown,9:10AM,10:15AM,2026-08-24T01:15:08Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-08-24,La Vuelta Stage 2 Hls,10:15AM,10:45AM,2026-08-24T01:15:08Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-08-24,NPC: Waikato v Counties Manukau,10:45AM,12:45PM,2026-08-24T01:15:08Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-08-24,Deutschland Tour Stage 4,12:45PM,2:45PM,2026-08-24T01:15:08Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-08-24,NRL 2026: Titans v Sharks R25,2:45PM,4:50PM,2026-08-24T01:15:08Z
