country_code,channel_id,channel_number,channel_name,channel_display_name,date,program_title,start_time,end_time,scraped_at,sport_category
NZ,0016,59,Sky Sport 9,[NZ] Sky Sport 9,2026-09-26,GTWS: Myoko Trail Hls,3:30PM,4:00PM,2026-09-26T03:46:40Z,Trail Running
NZ,0016,59,Sky Sport 9,[NZ] Sky Sport 9,2026-09-26,FIA Karting: Le Mans Hls,4:00PM,4:30PM,2026-09-26T03:46:40Z,Motorsport
NZ,0016,59,Sky Sport 9,[NZ] Sky Sport 9,2026-09-26,FIA F1: Azerbaijan GP Qualifying,4:30PM,7:30PM,2026-09-26T03:46:40Z,Motorsport
NZ,0016,59,Sky Sport 9,[NZ] Sky Sport 9,2026-09-26,MOTD: Laver Cup Day 1 - Day Session,7:30PM,8:30PM,2026-09-26T03:46:40Z,Tennis
NZ,0016,59,Sky Sport 9,[NZ] Sky Sport 9,2026-09-26,MOTN: Laver Cup Day 1 - Night Session,8:30PM,9:30PM,2026-09-26T03:46:40Z,Tennis
NZ,0016,59,Sky Sport 9,[NZ] Sky Sport 9,2026-09-26,GTWS: Myoko Trail Hls,9:30PM,10:00PM,2026-09-26T03:46:40Z,Trail Running
NZ,0016,59,Sky Sport 9,[NZ] Sky Sport 9,2026-09-26,Inside Sailing Ep.9,10:00PM,10:30PM,2026-09-26T03:46:40Z,Sailing
NZ,0016,59,Sky Sport 9,[NZ] Sky Sport 9,2026-09-26,FPC: North Harbour v Otago Hls,10:30PM,10:50PM,2026-09-26T03:46:40Z,Rugby Union
NZ,0016,59,Sky Sport 9,[NZ] Sky Sport 9,2026-09-26,UCI Road World Championships L2H,10:50PM,12:50AM,2026-09-26T03:46:40Z,Cycling
NZ,0026,60,ESPN,[NZ] ESPN,2026-09-26,Get Up,12:00AM,1:30AM,2026-09-26T03:46:40Z,Other
NZ,0026,60,ESPN,[NZ] ESPN,2026-09-26,ONE Friday Fights,1:30AM,4:30AM,2026-09-26T03:46:40Z,Other
NZ,0026,60,ESPN,[NZ] ESPN,2026-09-26,Quick Pitch,4:30AM,5:30AM,2026-09-26T03:46:40Z,Other
NZ,0026,60,ESPN,[NZ] ESPN,2026-09-26,SC: NFL Blitz,5:30AM,6:00AM,2026-09-26T03:46:40Z,American Football
NZ,0026,60,ESPN,[NZ] ESPN,2026-09-26,Bussin' & Pate On Campus,6:00AM,7:00AM,2026-09-26T03:46:40Z,Other
NZ,0026,60,ESPN,[NZ] ESPN,2026-09-26,NBA Today,7:00AM,8:00AM,2026-09-26T03:46:40Z,Basketball
NZ,0026,60,ESPN,[NZ] ESPN,2026-09-26,NFL Live,8:00AM,9:00AM,2026-09-26T03:46:40Z,American Football
NZ,0026,60,ESPN,[NZ] ESPN,2026-09-26,SportsCenter,9:00AM,9:30AM,2026-09-26T03:46:40Z,Other
NZ,0026,60,ESPN,[NZ] ESPN,2026-09-26,Pardon the Interruption,9:30AM,10:00AM,2026-09-26T03:46:40Z,Other
NZ,0026,60,ESPN,[NZ] ESPN,2026-09-26,Nothing But Net,10:00AM,10:30AM,2026-09-26T03:46:40Z,Other
NZ,0026,60,ESPN,[NZ] ESPN,2026-09-26,Nothing But Net,10:30AM,11:00AM,2026-09-26T03:46:40Z,Other
NZ,0026,60,ESPN,[NZ] ESPN,2026-09-26,NFL Live,2:00PM,3:00PM,2026-09-26T03:46:40Z,American Football
NZ,0026,60,ESPN,[NZ] ESPN,2026-09-26,E:60,3:00PM,4:00PM,2026-09-26T03:46:40Z,Other
NZ,0026,60,ESPN,[NZ] ESPN,2026-09-26,E:60,4:00PM,5:00PM,2026-09-26T03:46:40Z,Other
NZ,0026,60,ESPN,[NZ] ESPN,2026-09-26,SC: NFL Blitz,5:00PM,5:30PM,2026-09-26T03:46:40Z,American Football
NZ,0026,60,ESPN,[NZ] ESPN,2026-09-26,Pardon the Interruption,5:30PM,6:00PM,2026-09-26T03:46:40Z,Other
NZ,0026,60,ESPN,[NZ] ESPN,2026-09-26,MLB,6:00PM,8:00PM,2026-09-26T03:46:40Z,Baseball
NZ,0026,60,ESPN,[NZ] ESPN,2026-09-26,SC: NFL Blitz,8:00PM,8:30PM,2026-09-26T03:46:40Z,American Football
NZ,0026,60,ESPN,[NZ] ESPN,2026-09-26,ESPN FC,8:30PM,9:00PM,2026-09-26T03:46:40Z,Soccer
NZ,0026,60,ESPN,[NZ] ESPN,2026-09-26,College Football,9:00PM,11:00PM,2026-09-26T03:46:40Z,American Football
NZ,0026,60,ESPN,[NZ] ESPN,2026-09-26,NBL Pregame,11:00PM,11:30PM,2026-09-26T03:46:40Z,Basketball
NZ,0026,60,ESPN,[NZ] ESPN,2026-09-26,NBL Wildcats  v Breakers,11:30PM,1:30AM,2026-09-26T03:46:40Z,Basketball
NZ,0082,61,ESPN2,[NZ] ESPN2,2026-09-26,MLB,11:00PM,1:00AM,2026-09-26T03:46:40Z,Baseball
NZ,0082,61,ESPN2,[NZ] ESPN2,2026-09-26,Quick Pitch,1:00AM,2:00AM,2026-09-26T03:46:40Z,Other
NZ,0082,61,ESPN2,[NZ] ESPN2,2026-09-26,First Take,2:00AM,4:00AM,2026-09-26T03:46:40Z,Other
NZ,0082,61,ESPN2,[NZ] ESPN2,2026-09-26,The Pat McAfee Show,4:00AM,6:00AM,2026-09-26T03:46:40Z,Other
NZ,0082,61,ESPN2,[NZ] ESPN2,2026-09-26,Get Up,6:00AM,8:00AM,2026-09-26T03:46:40Z,Other
NZ,0082,61,ESPN2,[NZ] ESPN2,2026-09-26,College Football Temple v Army,8:00AM,11:30AM,2026-09-26T03:46:40Z,American Football
NZ,0082,61,ESPN2,[NZ] ESPN2,2026-09-26,College Football UAB v Navy,11:30AM,2:30PM,2026-09-26T03:46:40Z,American Football
NZ,0082,61,ESPN2,[NZ] ESPN2,2026-09-26,College Football California v Clemson,2:30PM,5:30PM,2026-09-26T03:46:40Z,American Football
NZ,0082,61,ESPN2,[NZ] ESPN2,2026-09-26,SportsCenter,5:30PM,6:30PM,2026-09-26T03:46:40Z,Other
NZ,0082,61,ESPN2,[NZ] ESPN2,2026-09-26,SC: NFL Blitz,6:30PM,7:00PM,2026-09-26T03:46:40Z,American Football
NZ,0082,61,ESPN2,[NZ] ESPN2,2026-09-26,College Football,7:00PM,9:00PM,2026-09-26T03:46:40Z,American Football
NZ,0082,61,ESPN2,[NZ] ESPN2,2026-09-26,MLB,9:00PM,11:00PM,2026-09-26T03:46:40Z,Baseball
NZ,0082,61,ESPN2,[NZ] ESPN2,2026-09-26,College Football,11:00PM,1:00AM,2026-09-26T03:46:40Z,American Football
NZ,0093,62,Trackside 1,[NZ] Trackside 1,2026-09-26,Trackside 1 LIVE - AUS/INTL,12:00AM,1:00AM,2026-09-26T03:46:40Z,Racing
NZ,0093,62,Trackside 1,[NZ] Trackside 1,2026-09-26,Trackside 1 LIVE - AUS/INTL,1:00AM,2:00AM,2026-09-26T03:46:40Z,Racing
NZ,0093,62,Trackside 1,[NZ] Trackside 1,2026-09-26,Trackside 1 LIVE - AUS/INTL,2:00AM,3:00AM,2026-09-26T03:46:40Z,Racing
NZ,0093,62,Trackside 1,[NZ] Trackside 1,2026-09-26,Trackside 1 LIVE - AUS/INTL,3:00AM,4:00AM,2026-09-26T03:46:40Z,Racing
NZ,0093,62,Trackside 1,[NZ] Trackside 1,2026-09-26,The Form,4:00AM,5:00AM,2026-09-26T03:46:40Z,Other
NZ,0093,62,Trackside 1,[NZ] Trackside 1,2026-09-26,Get On SA,5:00AM,5:30AM,2026-09-26T03:46:40Z,Other
NZ,0093,62,Trackside 1,[NZ] Trackside 1,2026-09-26,The Playbook,5:30AM,6:00AM,2026-09-26T03:46:40Z,Other
NZ,0093,62,Trackside 1,[NZ] Trackside 1,2026-09-26,Formline,6:00AM,7:00AM,2026-09-26T03:46:40Z,Other
NZ,0093,62,Trackside 1,[NZ] Trackside 1,2026-09-26,The Leg Up,7:00AM,8:00AM,2026-09-26T03:46:40Z,Other
NZ,0093,62,Trackside 1,[NZ] Trackside 1,2026-09-26,Get On,8:00AM,9:00AM,2026-09-26T03:46:40Z,Other
NZ,0093,62,Trackside 1,[NZ] Trackside 1,2026-09-26,The Mail Run,9:00AM,10:00AM,2026-09-26T03:46:40Z,Other
NZ,0093,62,Trackside 1,[NZ] Trackside 1,2026-09-26,Get On SA,10:00AM,10:30AM,2026-09-26T03:46:40Z,Other
NZ,0093,62,Trackside 1,[NZ] Trackside 1,2026-09-26,The Form,10:30AM,11:30AM,2026-09-26T03:46:40Z,Other
NZ,0093,62,Trackside 1,[NZ] Trackside 1,2026-09-26,Big Saturday,11:30AM,12:00PM,2026-09-26T03:46:40Z,Other
NZ,0093,62,Trackside 1,[NZ] Trackside 1,2026-09-26,Big Saturday,12:00PM,1:00PM,2026-09-26T03:46:40Z,Other
NZ,0093,62,Trackside 1,[NZ] Trackside 1,2026-09-26,Big Saturday,1:00PM,2:00PM,2026-09-26T03:46:40Z,Other
NZ,0093,62,Trackside 1,[NZ] Trackside 1,2026-09-26,Big Saturday,2:00PM,3:00PM,2026-09-26T03:46:40Z,Other
NZ,0093,62,Trackside 1,[NZ] Trackside 1,2026-09-26,Big Saturday,3:00PM,4:00PM,2026-09-26T03:46:40Z,Other
NZ,0093,62,Trackside 1,[NZ] Trackside 1,2026-09-26,Big Saturday,4:00PM,5:00PM,2026-09-26T03:46:40Z,Other
NZ,0093,62,Trackside 1,[NZ] Trackside 1,2026-09-26,Big Saturday,5:00PM,6:00PM,2026-09-26T03:46:40Z,Other
NZ,0093,62,Trackside 1,[NZ] Trackside 1,2026-09-26,Big Saturday,6:00PM,7:00PM,2026-09-26T03:46:40Z,Other
NZ,0093,62,Trackside 1,[NZ] Trackside 1,2026-09-26,Big Saturday,7:00PM,8:00PM,2026-09-26T03:46:40Z,Other
NZ,0093,62,Trackside 1,[NZ] Trackside 1,2026-09-26,Trackside 1 LIVE - AUS,8:00PM,9:00PM,2026-09-26T03:46:40Z,Racing
NZ,0093,62,Trackside 1,[NZ] Trackside 1,2026-09-26,Trackside 1 LIVE - AUS,9:00PM,10:00PM,2026-09-26T03:46:40Z,Racing
NZ,0093,62,Trackside 1,[NZ] Trackside 1,2026-09-26,Trackside 1 LIVE - AUS,10:00PM,11:00PM,2026-09-26T03:46:40Z,Racing
NZ,0093,62,Trackside 1,[NZ] Trackside 1,2026-09-26,Trackside 1 LIVE - AUS,11:00PM,12:00AM,2026-09-26T03:46:40Z,Racing
NZ,0093,62,Trackside 1,[NZ] Trackside 1,2026-09-26,Trackside 1 LIVE - AUS/INTL,12:00AM,1:00AM,2026-09-26T03:46:40Z,Racing
NZ,0094,63,Trackside 2,[NZ] Trackside 2,2026-09-26,Trackside 2 LIVE - AUS,12:00AM,1:15AM,2026-09-26T03:46:40Z,Racing
NZ,0094,63,Trackside 2,[NZ] Trackside 2,2026-09-26,Punters Intelligence,1:15AM,1:45AM,2026-09-26T03:46:40Z,Other
NZ,0094,63,Trackside 2,[NZ] Trackside 2,2026-09-26,The Playbook,1:45AM,2:15AM,2026-09-26T03:46:40Z,Other
NZ,0094,63,Trackside 2,[NZ] Trackside 2,2026-09-26,Get On SA,2:15AM,2:45AM,2026-09-26T03:46:40Z,Other
NZ,0094,63,Trackside 2,[NZ] Trackside 2,2026-09-26,Formline,2:45AM,3:45AM,2026-09-26T03:46:40Z,Other
NZ,0094,63,Trackside 2,[NZ] Trackside 2,2026-09-26,Get On,3:45AM,4:45AM,2026-09-26T03:46:40Z,Other
NZ,0094,63,Trackside 2,[NZ] Trackside 2,2026-09-26,The Form,4:45AM,5:45AM,2026-09-26T03:46:40Z,Other
NZ,0094,63,Trackside 2,[NZ] Trackside 2,2026-09-26,The Leg Up,5:45AM,6:00AM,2026-09-26T03:46:40Z,Other
NZ,0094,63,Trackside 2,[NZ] Trackside 2,2026-09-26,The Leg Up cont.,6:00AM,6:55AM,2026-09-26T03:46:40Z,Other
NZ,0094,63,Trackside 2,[NZ] Trackside 2,2026-09-26,Trackside 2 LIVE - USA,6:55AM,9:00AM,2026-09-26T03:46:40Z,Racing
NZ,0094,63,Trackside 2,[NZ] Trackside 2,2026-09-26,Trackside 2 LIVE - USA,9:00AM,11:00AM,2026-09-26T03:46:40Z,Racing
NZ,0094,63,Trackside 2,[NZ] Trackside 2,2026-09-26,Trackside 2 LIVE - USA,11:00AM,1:00PM,2026-09-26T03:46:40Z,Racing
NZ,0094,63,Trackside 2,[NZ] Trackside 2,2026-09-26,Trackside 2 LIVE - AUS,1:00PM,3:00PM,2026-09-26T03:46:40Z,Racing
NZ,0094,63,Trackside 2,[NZ] Trackside 2,2026-09-26,Trackside 2 LIVE - AUS,3:00PM,4:00PM,2026-09-26T03:46:40Z,Racing
NZ,0094,63,Trackside 2,[NZ] Trackside 2,2026-09-26,Trackside 2 LIVE - AUS,4:00PM,5:00PM,2026-09-26T03:46:40Z,Racing
NZ,0094,63,Trackside 2,[NZ] Trackside 2,2026-09-26,Trackside 2 LIVE - AUS,5:00PM,6:00PM,2026-09-26T03:46:40Z,Racing
NZ,0094,63,Trackside 2,[NZ] Trackside 2,2026-09-26,Trackside 2 LIVE - AUS,6:00PM,7:00PM,2026-09-26T03:46:40Z,Racing
NZ,0094,63,Trackside 2,[NZ] Trackside 2,2026-09-26,Trackside 2 LIVE - AUS,7:00PM,8:00PM,2026-09-26T03:46:40Z,Racing
NZ,0094,63,Trackside 2,[NZ] Trackside 2,2026-09-26,Trackside 2 LIVE - AUS,8:00PM,9:00PM,2026-09-26T03:46:40Z,Racing
NZ,0094,63,Trackside 2,[NZ] Trackside 2,2026-09-26,Trackside 2 LIVE - AUS,9:00PM,10:00PM,2026-09-26T03:46:40Z,Racing
NZ,0094,63,Trackside 2,[NZ] Trackside 2,2026-09-26,Trackside 2 LIVE - AUS,10:00PM,11:00PM,2026-09-26T03:46:40Z,Racing
NZ,0094,63,Trackside 2,[NZ] Trackside 2,2026-09-26,Trackside 2 LIVE - AUS,11:00PM,12:00AM,2026-09-26T03:46:40Z,Racing
NZ,0094,63,Trackside 2,[NZ] Trackside 2,2026-09-26,Trackside 2 LIVE - AUS,12:00AM,1:15AM,2026-09-26T03:46:40Z,Racing
NZ,SARA,65,Sky Arena,[NZ] Sky Arena,2026-09-26,October 4th: UFC 332,6:00PM,6:00AM,2026-09-26T03:46:40Z,MMA
NZ,SARA,65,Sky Arena,[NZ] Sky Arena,2026-09-26,October 4th: UFC 332,6:00AM,6:00PM,2026-09-26T03:46:40Z,MMA
NZ,SARA,65,Sky Arena,[NZ] Sky Arena,2026-09-26,October 4th: UFC 332,6:00PM,6:00AM,2026-09-26T03:46:40Z,MMA
