country_code,channel_id,channel_number,channel_name,channel_display_name,date,program_title,start_time,end_time,scraped_at
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-08-29,AFL Western Bulldogs v Collingwood,9:20PM,12:40AM,2026-08-28T20:07:13Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-08-29,The Crowd Goes Wild,12:40AM,1:10AM,2026-08-28T20:07:13Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-08-29,Boxing: MVPW06: Press Conference,1:10AM,2:00AM,2026-08-28T20:07:13Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-08-29,PFL Tampa Hls,2:00AM,3:00AM,2026-08-28T20:07:13Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-08-29,NPC: Auckland v Bay of Plenty,3:00AM,5:00AM,2026-08-28T20:07:13Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-08-29,The Crowd Goes Wild,5:00AM,5:30AM,2026-08-28T20:07:13Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-08-29,HotelPlanner Tour Event Hls,5:30AM,6:00AM,2026-08-28T20:07:13Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-08-29,Rugby Heaven,6:00AM,6:45AM,2026-08-28T20:07:13Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-08-29,AFL: Western Bulldogs v Collingwood Hls,6:45AM,7:00AM,2026-08-28T20:07:13Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-08-29,PFL Tampa Hls,7:00AM,8:00AM,2026-08-28T20:07:13Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-08-29,AFL: Western Bulldogs v Collingwood Hls,8:00AM,8:15AM,2026-08-28T20:07:13Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-08-29,Inside Pro Surfing: US Open of Surfing,8:15AM,9:00AM,2026-08-28T20:07:13Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-08-29,GWA Wingfoil World Cup Ep.1,9:00AM,9:30AM,2026-08-28T20:07:13Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-08-29,NRL 2026: Sea Eagles v Dragons Hls,9:30AM,9:45AM,2026-08-28T20:07:13Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-08-29,NRL: Panthers v Bulldogs Hls,9:45AM,10:00AM,2026-08-28T20:07:13Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-08-29,Currie Cup: Lions v Stormers,10:00AM,12:00PM,2026-08-28T20:07:13Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-08-29,Currie Cup: Sharks v Bulls,12:00PM,2:00PM,2026-08-28T20:07:13Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-08-29,World Rowing Championships D5 S2,2:00PM,4:30PM,2026-08-28T20:07:13Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-08-29,PGA Champions Tour: R1,4:30PM,7:30PM,2026-08-28T20:07:13Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-08-29,PGA Tour: Round 2 Hls,7:30PM,8:00PM,2026-08-28T20:07:13Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-08-29,DP World Tour: Round 2 Hls,8:00PM,8:30PM,2026-08-28T20:07:13Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-08-29,LPGA: Round 2 Hls,8:30PM,9:00PM,2026-08-28T20:07:13Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-08-29,AFL: Western Bulldogs v Collingwood Hls,9:00PM,9:15PM,2026-08-28T20:07:13Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-08-29,AFL Melbourne v Carlton,9:15PM,12:30AM,2026-08-28T20:07:13Z
NZ,SPT1,51,Sky Sport 1,[NZ] Sky Sport 1,2026-08-29,England v Pakistan: 2nd Test D2,9:55PM,6:00AM,2026-08-28T20:07:13Z
NZ,SPT1,51,Sky Sport 1,[NZ] Sky Sport 1,2026-08-29,NRL 2026: Sea Eagles v Dragons Hls,6:00AM,6:15AM,2026-08-28T20:07:13Z
NZ,SPT1,51,Sky Sport 1,[NZ] Sky Sport 1,2026-08-29,NRL: Panthers v Bulldogs Hls,6:15AM,6:30AM,2026-08-28T20:07:13Z
NZ,SPT1,51,Sky Sport 1,[NZ] Sky Sport 1,2026-08-29,Breakdown Preview: All Blacks v RSA G2,6:30AM,7:30AM,2026-08-28T20:07:13Z
NZ,SPT1,51,Sky Sport 1,[NZ] Sky Sport 1,2026-08-29,La Vuelta Stage 7,7:30AM,9:30AM,2026-08-28T20:07:13Z
NZ,SPT1,51,Sky Sport 1,[NZ] Sky Sport 1,2026-08-29,England V Pakistan: 2nd Test D2 Hls,9:30AM,10:00AM,2026-08-28T20:07:13Z
NZ,SPT1,51,Sky Sport 1,[NZ] Sky Sport 1,2026-08-29,NPC: Southland v Hawke's Bay Hls,10:00AM,10:15AM,2026-08-28T20:07:13Z
NZ,SPT1,51,Sky Sport 1,[NZ] Sky Sport 1,2026-08-29,NPC: Auckland v Bay of Plenty Hls,10:15AM,10:30AM,2026-08-28T20:07:13Z
NZ,SPT1,51,Sky Sport 1,[NZ] Sky Sport 1,2026-08-29,Breakdown Preview: All Blacks v RSA G2,10:30AM,11:30AM,2026-08-28T20:07:13Z
NZ,SPT1,51,Sky Sport 1,[NZ] Sky Sport 1,2026-08-29,PL: Crystal Palace v Man City,11:30AM,1:30PM,2026-08-28T20:07:13Z
NZ,SPT1,51,Sky Sport 1,[NZ] Sky Sport 1,2026-08-29,PGA Tour: Round 2 Hls,1:30PM,2:00PM,2026-08-28T20:07:13Z
NZ,SPT1,51,Sky Sport 1,[NZ] Sky Sport 1,2026-08-29,NPC: Taranaki v Canterbury,2:00PM,4:00PM,2026-08-28T20:07:13Z
NZ,SPT1,51,Sky Sport 1,[NZ] Sky Sport 1,2026-08-29,Breakdown Preview: All Blacks v RSA G2,4:00PM,5:00PM,2026-08-28T20:07:13Z
NZ,SPT1,51,Sky Sport 1,[NZ] Sky Sport 1,2026-08-29,NPC: Otago v Waikato,5:00PM,7:00PM,2026-08-28T20:07:13Z
NZ,SPT1,51,Sky Sport 1,[NZ] Sky Sport 1,2026-08-29,NPC: Manawatu v North Harbour,7:00PM,9:05PM,2026-08-28T20:07:13Z
NZ,SPT1,51,Sky Sport 1,[NZ] Sky Sport 1,2026-08-29,NPC: Taranaki v Canterbury Hls,9:05PM,9:25PM,2026-08-28T20:07:13Z
NZ,SPT1,51,Sky Sport 1,[NZ] Sky Sport 1,2026-08-29,NRL: Cowboys v Wests Tigers,9:25PM,12:45AM,2026-08-28T20:07:13Z
NZ,SPT2,52,Sky Sport 2,[NZ] Sky Sport 2,2026-08-29,NRL: Panthers v Bulldogs,9:55PM,1:00AM,2026-08-28T20:07:13Z
NZ,SPT2,52,Sky Sport 2,[NZ] Sky Sport 2,2026-08-29,LPGA: Round 2,1:00AM,4:30AM,2026-08-28T20:07:13Z
NZ,SPT2,52,Sky Sport 2,[NZ] Sky Sport 2,2026-08-29,PGA Tour: Round 1 Hls,4:30AM,5:00AM,2026-08-28T20:07:13Z
NZ,SPT2,52,Sky Sport 2,[NZ] Sky Sport 2,2026-08-29,PGA Tour: Round 2,5:00AM,10:00AM,2026-08-28T20:07:13Z
NZ,SPT2,52,Sky Sport 2,[NZ] Sky Sport 2,2026-08-29,DP World Tour: Round 2 Hls,10:00AM,10:30AM,2026-08-28T20:07:13Z
NZ,SPT2,52,Sky Sport 2,[NZ] Sky Sport 2,2026-08-29,LPGA: Round 2 Hls,10:30AM,11:00AM,2026-08-28T20:07:13Z
NZ,SPT2,52,Sky Sport 2,[NZ] Sky Sport 2,2026-08-29,PGA Tour: The Cut,11:00AM,11:30AM,2026-08-28T20:07:13Z
NZ,SPT2,52,Sky Sport 2,[NZ] Sky Sport 2,2026-08-29,La Vuelta Stage 7 Hls,11:30AM,12:00PM,2026-08-28T20:07:13Z
NZ,SPT2,52,Sky Sport 2,[NZ] Sky Sport 2,2026-08-29,NRL: Broncos v Storm Hls,12:00PM,12:15PM,2026-08-28T20:07:13Z
NZ,SPT2,52,Sky Sport 2,[NZ] Sky Sport 2,2026-08-29,NRL 2026: Sea Eagles v Dragons Hls,12:15PM,12:30PM,2026-08-28T20:07:13Z
NZ,SPT2,52,Sky Sport 2,[NZ] Sky Sport 2,2026-08-29,NRL: Panthers v Bulldogs,12:30PM,2:40PM,2026-08-28T20:07:13Z
NZ,SPT2,52,Sky Sport 2,[NZ] Sky Sport 2,2026-08-29,NRLW : Titans v Raiders R9,2:40PM,4:30PM,2026-08-28T20:07:13Z
NZ,SPT2,52,Sky Sport 2,[NZ] Sky Sport 2,2026-08-29,NRL 2026: Titans v Rabbitohs,4:30PM,6:55PM,2026-08-28T20:07:13Z
NZ,SPT2,52,Sky Sport 2,[NZ] Sky Sport 2,2026-08-29,NRL 2026: Roosters v Dolphins,6:55PM,9:25PM,2026-08-28T20:07:13Z
NZ,SPT2,52,Sky Sport 2,[NZ] Sky Sport 2,2026-08-29,England v Pakistan: 2nd Test D3,9:25PM,6:00AM,2026-08-28T20:07:13Z
NZ,SPT3,53,Sky Sport 3,[NZ] Sky Sport 3,2026-08-29,La Vuelta Stage 7,11:25PM,4:05AM,2026-08-28T20:07:13Z
NZ,SPT3,53,Sky Sport 3,[NZ] Sky Sport 3,2026-08-29,NPC: Auckland v Bay of Plenty Hls,4:05AM,4:20AM,2026-08-28T20:07:13Z
NZ,SPT3,53,Sky Sport 3,[NZ] Sky Sport 3,2026-08-29,Lions v All Blacks Hls,4:20AM,4:35AM,2026-08-28T20:07:13Z
NZ,SPT3,53,Sky Sport 3,[NZ] Sky Sport 3,2026-08-29,NRL 2026: Sea Eagles v Dragons Hls,4:35AM,4:50AM,2026-08-28T20:07:13Z
NZ,SPT3,53,Sky Sport 3,[NZ] Sky Sport 3,2026-08-29,NRL: Panthers v Bulldogs Hls,4:50AM,5:05AM,2026-08-28T20:07:13Z
NZ,SPT3,53,Sky Sport 3,[NZ] Sky Sport 3,2026-08-29,Currie Cup: Sharks v Bulls,5:05AM,7:15AM,2026-08-28T20:07:13Z
NZ,SPT3,53,Sky Sport 3,[NZ] Sky Sport 3,2026-08-29,Springboks v All Blacks 1st Test Hls,7:15AM,7:30AM,2026-08-28T20:07:13Z
NZ,SPT3,53,Sky Sport 3,[NZ] Sky Sport 3,2026-08-29,NPC: Auckland v Bay of Plenty,7:30AM,9:30AM,2026-08-28T20:07:13Z
NZ,SPT3,53,Sky Sport 3,[NZ] Sky Sport 3,2026-08-29,England V Pakistan: 2nd Test D2 L2H,9:30AM,11:30AM,2026-08-28T20:07:13Z
NZ,SPT3,53,Sky Sport 3,[NZ] Sky Sport 3,2026-08-29,CPL: Trinbago v Barbados,11:30AM,4:00PM,2026-08-28T20:07:13Z
NZ,SPT3,53,Sky Sport 3,[NZ] Sky Sport 3,2026-08-29,England V Pakistan: 2nd Test D2 Hls,4:00PM,4:30PM,2026-08-28T20:07:13Z
NZ,SPT3,53,Sky Sport 3,[NZ] Sky Sport 3,2026-08-29,FPC: Manawatu v Bay of Plenty,4:30PM,6:30PM,2026-08-28T20:07:13Z
NZ,SPT3,53,Sky Sport 3,[NZ] Sky Sport 3,2026-08-29,England V Pakistan: 2nd Test D2 Hls,6:30PM,7:00PM,2026-08-28T20:07:13Z
NZ,SPT3,53,Sky Sport 3,[NZ] Sky Sport 3,2026-08-29,La Vuelta Stage 7,7:00PM,9:00PM,2026-08-28T20:07:13Z
NZ,SPT3,53,Sky Sport 3,[NZ] Sky Sport 3,2026-08-29,Breakdown Preview: All Blacks v RSA G2,9:00PM,10:00PM,2026-08-28T20:07:13Z
NZ,SPT3,53,Sky Sport 3,[NZ] Sky Sport 3,2026-08-29,CPL: Trinbago v Barbados Ext Hls,10:00PM,10:30PM,2026-08-28T20:07:13Z
NZ,SPT3,53,Sky Sport 3,[NZ] Sky Sport 3,2026-08-29,DP World Tour: Round 2 Hls,10:30PM,11:00PM,2026-08-28T20:07:13Z
NZ,SPT3,53,Sky Sport 3,[NZ] Sky Sport 3,2026-08-29,DP World Tour: Round 3,11:00PM,4:00AM,2026-08-28T20:07:13Z
NZ,0001,54,Sky Sport 4,[NZ] Sky Sport 4,2026-08-29,DP World Tour: Round 2,11:30PM,5:00AM,2026-08-28T20:07:13Z
NZ,0001,54,Sky Sport 4,[NZ] Sky Sport 4,2026-08-29,CPL: Trinbago v St Lucia Ext Hls,5:00AM,5:30AM,2026-08-28T20:07:13Z
NZ,0001,54,Sky Sport 4,[NZ] Sky Sport 4,2026-08-29,CPL: St Kitts v Jamaica Ext Hls,5:30AM,6:00AM,2026-08-28T20:07:13Z
NZ,0001,54,Sky Sport 4,[NZ] Sky Sport 4,2026-08-29,NRL 2026: Sea Eagles v Dragons,6:00AM,8:00AM,2026-08-28T20:07:13Z
NZ,0001,54,Sky Sport 4,[NZ] Sky Sport 4,2026-08-29,NRL: Panthers v Bulldogs,8:00AM,10:05AM,2026-08-28T20:07:13Z
NZ,0001,54,Sky Sport 4,[NZ] Sky Sport 4,2026-08-29,NRL: Broncos v Storm,10:05AM,12:05PM,2026-08-28T20:07:13Z
NZ,0001,54,Sky Sport 4,[NZ] Sky Sport 4,2026-08-29,England V Pakistan: 2nd Test D2 Hls,12:05PM,12:35PM,2026-08-28T20:07:13Z
NZ,0001,54,Sky Sport 4,[NZ] Sky Sport 4,2026-08-29,AFL: Western Bulldogs v Collingwood Hls,12:35PM,12:50PM,2026-08-28T20:07:13Z
NZ,0001,54,Sky Sport 4,[NZ] Sky Sport 4,2026-08-29,NRL 2026: Sea Eagles v Dragons Hls,12:50PM,1:05PM,2026-08-28T20:07:13Z
NZ,0001,54,Sky Sport 4,[NZ] Sky Sport 4,2026-08-29,Breakdown Preview: All Blacks v RSA G2,1:05PM,2:05PM,2026-08-28T20:07:13Z
NZ,0001,54,Sky Sport 4,[NZ] Sky Sport 4,2026-08-29,NRL: Broncos v Storm Hls,2:05PM,2:20PM,2026-08-28T20:07:13Z
NZ,0001,54,Sky Sport 4,[NZ] Sky Sport 4,2026-08-29,The Bowls Show,2:20PM,3:05PM,2026-08-28T20:07:13Z
NZ,0001,54,Sky Sport 4,[NZ] Sky Sport 4,2026-08-29,LPGA: Round 2 Hls,3:05PM,3:35PM,2026-08-28T20:07:13Z
NZ,0001,54,Sky Sport 4,[NZ] Sky Sport 4,2026-08-29,DP World Tour: Round 2 Hls,3:35PM,4:05PM,2026-08-28T20:07:13Z
NZ,0001,54,Sky Sport 4,[NZ] Sky Sport 4,2026-08-29,PGA Tour: Round 2 Hls,4:05PM,4:35PM,2026-08-28T20:07:13Z
NZ,0001,54,Sky Sport 4,[NZ] Sky Sport 4,2026-08-29,NRL 2026: Sea Eagles v Dragons Hls,4:35PM,4:50PM,2026-08-28T20:07:13Z
NZ,0001,54,Sky Sport 4,[NZ] Sky Sport 4,2026-08-29,NRL: Panthers v Bulldogs Hls,4:50PM,5:10PM,2026-08-28T20:07:13Z
NZ,0001,54,Sky Sport 4,[NZ] Sky Sport 4,2026-08-29,NRLW : Roosters v Sharks R9,5:10PM,6:55PM,2026-08-28T20:07:13Z
NZ,0001,54,Sky Sport 4,[NZ] Sky Sport 4,2026-08-29,AFL: Western Bulldogs v Collingwood Hls,6:55PM,7:10PM,2026-08-28T20:07:13Z
NZ,0001,54,Sky Sport 4,[NZ] Sky Sport 4,2026-08-29,NRLW: Cowboys v Knights R9,7:10PM,8:55PM,2026-08-28T20:07:13Z
NZ,0001,54,Sky Sport 4,[NZ] Sky Sport 4,2026-08-29,Inside Pro Surfing: US Open of Surfing,8:55PM,9:50PM,2026-08-28T20:07:13Z
NZ,0001,54,Sky Sport 4,[NZ] Sky Sport 4,2026-08-29,Deutschland Tour Event Hls,9:50PM,10:45PM,2026-08-28T20:07:13Z
NZ,0001,54,Sky Sport 4,[NZ] Sky Sport 4,2026-08-29,La Vuelta Stage 7,10:45PM,12:50AM,2026-08-28T20:07:13Z
NZ,0002,55,Sky Sport 5,[NZ] Sky Sport 5,2026-08-29,NPC: Otago v Wellington,10:15PM,12:15AM,2026-08-28T20:07:13Z
