channel_id,channel_number,channel_name,date,program_title,start_time,end_time,scraped_at
0162,50,Sky Sport Select,2026-08-15,AFL Fremantle v Adelaide Crows,9:55PM,1:05AM,2026-08-15T01:11:40Z
0162,50,Sky Sport Select,2026-08-15,The Crowd Goes Wild,1:05AM,1:30AM,2026-08-15T01:11:40Z
0162,50,Sky Sport Select,2026-08-15,GTWS: Sierre-Zinal Hls,1:30AM,1:55AM,2026-08-15T01:11:40Z
0162,50,Sky Sport Select,2026-08-15,Australia v Bangladesh: 1st Test D2 Hls,1:55AM,2:20AM,2026-08-15T01:11:40Z
0162,50,Sky Sport Select,2026-08-15,NRL: Sea Eagles v Dolphins,2:20AM,4:05AM,2026-08-15T01:11:40Z
0162,50,Sky Sport Select,2026-08-15,NRL: Bulldogs v Rabbitohs,4:05AM,6:00AM,2026-08-15T01:11:40Z
0162,50,Sky Sport Select,2026-08-15,GTWS: Sierre-Zinal Hls,6:00AM,6:30AM,2026-08-15T01:11:40Z
0162,50,Sky Sport Select,2026-08-15,PFL Charlotte Hls,6:30AM,7:20AM,2026-08-15T01:11:40Z
0162,50,Sky Sport Select,2026-08-15,NPC: Northland v Taranaki,7:20AM,9:30AM,2026-08-15T01:11:40Z
0162,50,Sky Sport Select,2026-08-15,Australia v Bangladesh: 1st Test D2 Hls,9:30AM,10:00AM,2026-08-15T01:11:40Z
0162,50,Sky Sport Select,2026-08-15,DP World Tour: Round 2 Hls,10:00AM,10:30AM,2026-08-15T01:11:40Z
0162,50,Sky Sport Select,2026-08-15,CPL: St Lucia v Antigua,10:30AM,1:00PM,2026-08-15T01:11:40Z
0162,50,Sky Sport Select,2026-08-15,Arctic Race of Norway Stage 2,1:00PM,3:00PM,2026-08-15T01:11:40Z
0162,50,Sky Sport Select,2026-08-15,The Crowd Goes Wild,3:00PM,3:30PM,2026-08-15T01:11:40Z
0162,50,Sky Sport Select,2026-08-15,GTWS: Sierre-Zinal Hls,3:30PM,4:00PM,2026-08-15T01:11:40Z
0162,50,Sky Sport Select,2026-08-15,PGA Tour: Round 2,4:00PM,6:00PM,2026-08-15T01:11:40Z
0162,50,Sky Sport Select,2026-08-15,AFL Brisbane Lions v Gold Coast,6:00PM,9:00PM,2026-08-15T01:11:40Z
0162,50,Sky Sport Select,2026-08-15,CPL: St Lucia v Antigua Hls,9:00PM,9:15PM,2026-08-15T01:11:40Z
0162,50,Sky Sport Select,2026-08-15,1st XV: Christchurch v St Andrews F,9:15PM,11:00PM,2026-08-15T01:11:40Z
0162,50,Sky Sport Select,2026-08-15,CPL: St Lucia v Antigua Ext Hls,11:00PM,11:30PM,2026-08-15T01:11:40Z
0162,50,Sky Sport Select,2026-08-15,GTWS: Sierre-Zinal Hls,11:30PM,12:00AM,2026-08-15T01:11:40Z
0162,50,Sky Sport Select,2026-08-15,NRL: Bulldogs v Rabbitohs Hls,12:00AM,12:15AM,2026-08-15T01:11:40Z
SPT1,51,Sky Sport 1,2026-08-15,DP World Tour: Round 2,11:00PM,4:10AM,2026-08-15T01:11:40Z
SPT1,51,Sky Sport 1,2026-08-15,Australia v Bangladesh: 1st Test D2 Hls,4:10AM,4:35AM,2026-08-15T01:11:40Z
SPT1,51,Sky Sport 1,2026-08-15,The Crowd Goes Wild,4:35AM,5:00AM,2026-08-15T01:11:40Z
SPT1,51,Sky Sport 1,2026-08-15,LPGA: Round 1 Hls,5:00AM,5:30AM,2026-08-15T01:11:40Z
SPT1,51,Sky Sport 1,2026-08-15,PGA Tour: Round 1 Hls,5:30AM,6:00AM,2026-08-15T01:11:40Z
SPT1,51,Sky Sport 1,2026-08-15,PGA Tour: Round 2,6:00AM,10:00AM,2026-08-15T01:11:40Z
SPT1,51,Sky Sport 1,2026-08-15,LPGA: Round 2,10:00AM,1:00PM,2026-08-15T01:11:40Z
SPT1,51,Sky Sport 1,2026-08-15,AFL: Fremantle v Adelaide Crows,1:00PM,1:15PM,2026-08-15T01:11:40Z
