country_code,channel_id,channel_number,channel_name,channel_display_name,date,program_title,start_time,end_time,scraped_at
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-09-13,PNC: Japan v USA,9:50PM,12:10AM,2026-09-13T03:26:20Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-09-13,FPC: Auckland v Counties Manukau Hls,12:10AM,12:20AM,2026-09-13T03:26:20Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-09-13,FPC: Otago v Tasman Hls,12:20AM,12:35AM,2026-09-13T03:26:20Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-09-13,NPC: Auckland v Counties Manukau Hls,12:35AM,12:50AM,2026-09-13T03:26:20Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-09-13,NPC: Northland v Waikato Hls (RS),12:50AM,1:05AM,2026-09-13T03:26:20Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-09-13,NPC: Canterbury v Wellington Hls,1:05AM,1:20AM,2026-09-13T03:26:20Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-09-13,NRL: Warriors v Dolphins QF1 Hls,1:20AM,1:35AM,2026-09-13T03:26:20Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-09-13,NRL: Rabbitohs v Knights EF1 Hls,1:35AM,1:50AM,2026-09-13T03:26:20Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-09-13,PL: Chelsea v Hull City,1:50AM,4:10AM,2026-09-13T03:26:20Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-09-13,NRLW: Eels v Cowboys R11,4:10AM,5:55AM,2026-09-13T03:26:20Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-09-13,NRLW: Sharks v Dragons R11,5:55AM,7:45AM,2026-09-13T03:26:20Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-09-13,AFL: Brisbane Lions v Adelaide Crows Hls,7:45AM,8:00AM,2026-09-13T03:26:20Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-09-13,La Vuelta Stage 20,8:00AM,10:00AM,2026-09-13T03:26:20Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-09-13,PL: Aston Villa v Nott'm Forest Hls,10:00AM,10:15AM,2026-09-13T03:26:20Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-09-13,PL: Liverpool v Fulham Hls,10:15AM,10:30AM,2026-09-13T03:26:20Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-09-13,PL: Bournemouth v Brentford Hls,10:30AM,10:45AM,2026-09-13T03:26:20Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-09-13,PL: Crystal Palace v Ipswich Town Hls,10:45AM,11:00AM,2026-09-13T03:26:20Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-09-13,PL: Chelsea v Hull City Hls,11:00AM,11:15AM,2026-09-13T03:26:20Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-09-13,PL: Tottenham Hotspur v Everton Hls,11:15AM,11:30AM,2026-09-13T03:26:20Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-09-13,PL: Sunderland v Arsenal Hls,11:30AM,11:45AM,2026-09-13T03:26:20Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-09-13,WSL: West Ham v London City Hls,11:45AM,12:00PM,2026-09-13T03:26:20Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-09-13,Springboks v All Blacks 4th Test,12:00PM,2:20PM,2026-09-13T03:26:20Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-09-13,Currie Cup: Griquas v Pumas Final,2:20PM,4:20PM,2026-09-13T03:26:20Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-09-13,WXV: Scotland v Canada,4:20PM,6:15PM,2026-09-13T03:26:20Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-09-13,WXV: England v Australia,6:15PM,8:15PM,2026-09-13T03:26:20Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-09-13,WXV: France v Black Ferns Hls,8:15PM,8:30PM,2026-09-13T03:26:20Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-09-13,PNC: Fiji v Canada,8:30PM,10:30PM,2026-09-13T03:26:20Z
NZ,0162,50,Sky Sport Select,[NZ] Sky Sport Select,2026-09-13,PNC: Japan v USA,10:30PM,12:30AM,2026-09-13T03:26:20Z
NZ,SPT1,51,Sky Sport 1,[NZ] Sky Sport 1,2026-09-13,NRL: Sharks v Cowboys EF2,8:45PM,12:45AM,2026-09-13T03:26:20Z
NZ,SPT1,51,Sky Sport 1,[NZ] Sky Sport 1,2026-09-13,Breakdown Preview: All Blacks v RSA G4,12:45AM,1:15AM,2026-09-13T03:26:20Z
NZ,SPT1,51,Sky Sport 1,[NZ] Sky Sport 1,2026-09-13,NPC: Northland v Waikato Hls (RS),1:15AM,1:30AM,2026-09-13T03:26:20Z
NZ,SPT1,51,Sky Sport 1,[NZ] Sky Sport 1,2026-09-13,NPC: Canterbury v Wellington,1:30AM,3:35AM,2026-09-13T03:26:20Z
NZ,SPT1,51,Sky Sport 1,[NZ] Sky Sport 1,2026-09-13,WXV: France v Black Ferns,3:35AM,6:00AM,2026-09-13T03:26:20Z
NZ,SPT1,51,Sky Sport 1,[NZ] Sky Sport 1,2026-09-13,WXV: France v Black Ferns,6:00AM,8:00AM,2026-09-13T03:26:20Z
NZ,SPT1,51,Sky Sport 1,[NZ] Sky Sport 1,2026-09-13,Springboks v All Blacks 4th Test,8:00AM,12:10PM,2026-09-13T03:26:20Z
NZ,SPT1,51,Sky Sport 1,[NZ] Sky Sport 1,2026-09-13,WXV: England v Australia Hls,12:10PM,12:25PM,2026-09-13T03:26:20Z
NZ,SPT1,51,Sky Sport 1,[NZ] Sky Sport 1,2026-09-13,WXV: Scotland v Canada Hls,12:25PM,12:40PM,2026-09-13T03:26:20Z
NZ,SPT1,51,Sky Sport 1,[NZ] Sky Sport 1,2026-09-13,NRL: Warriors v Dolphins QF1 Hls,12:40PM,12:55PM,2026-09-13T03:26:20Z
NZ,SPT1,51,Sky Sport 1,[NZ] Sky Sport 1,2026-09-13,NRL: Sharks v Cowboys EF2 Hls,12:55PM,1:10PM,2026-09-13T03:26:20Z
NZ,SPT1,51,Sky Sport 1,[NZ] Sky Sport 1,2026-09-13,NRL: Rabbitohs v Knights EF1 Hls,1:10PM,1:25PM,2026-09-13T03:26:20Z
NZ,SPT1,51,Sky Sport 1,[NZ] Sky Sport 1,2026-09-13,FIA Formula 1: Spain GP Qualifying Hls,1:25PM,1:40PM,2026-09-13T03:26:20Z
NZ,SPT1,51,Sky Sport 1,[NZ] Sky Sport 1,2026-09-13,PL: Tottenham Hotspur v Everton Hls,1:40PM,2:00PM,2026-09-13T03:26:20Z
NZ,SPT1,51,Sky Sport 1,[NZ] Sky Sport 1,2026-09-13,NPC: Hawke's Bay v North Harbour,2:00PM,4:00PM,2026-09-13T03:26:20Z
NZ,SPT1,51,Sky Sport 1,[NZ] Sky Sport 1,2026-09-13,NRL: Warriors v Dolphins QF1 Hls,4:00PM,4:15PM,2026-09-13T03:26:20Z
NZ,SPT1,51,Sky Sport 1,[NZ] Sky Sport 1,2026-09-13,NRL: Sharks v Cowboys EF2 Hls,4:15PM,4:30PM,2026-09-13T03:26:20Z
NZ,SPT1,51,Sky Sport 1,[NZ] Sky Sport 1,2026-09-13,NRL: Panthers v Roosters QF2,4:30PM,8:00PM,2026-09-13T03:26:20Z
