channel_id,channel_number,channel_name,date,program_title,start_time,end_time,scraped_at
0162,50,Sky Sport Select,2026-08-09,PFL Charlotte,10:15PM,3:30AM,2026-08-09T01:42:33Z
0162,50,Sky Sport Select,2026-08-09,Zuffa Boxing 10,3:30AM,11:00AM,2026-08-09T01:42:33Z
0162,50,Sky Sport Select,2026-08-09,AFL: Sydney v Port Adelaide Hls,11:00AM,11:15AM,2026-08-09T01:42:33Z
0162,50,Sky Sport Select,2026-08-09,AFL: Adelaide v Richmond Hls,11:15AM,11:30AM,2026-08-09T01:42:33Z
0162,50,Sky Sport Select,2026-08-09,Spirit of Sport Ep10,11:30AM,12:00PM,2026-08-09T01:42:33Z
0162,50,Sky Sport Select,2026-08-09,FIA Karting: Kristianstad Hls,12:00PM,12:30PM,2026-08-09T01:42:33Z
0162,50,Sky Sport Select,2026-08-09,PFL New York Hls,12:30PM,1:30PM,2026-08-09T01:42:33Z
0162,50,Sky Sport Select,2026-08-09,WSX: Canadian GP,1:30PM,4:00PM,2026-08-09T01:42:33Z
0162,50,Sky Sport Select,2026-08-09,Argentina v South Africa,4:00PM,6:00PM,2026-08-09T01:42:33Z
0162,50,Sky Sport Select,2026-08-09,NPC: Auckland v Wellington Hls,6:00PM,6:15PM,2026-08-09T01:42:33Z
0162,50,Sky Sport Select,2026-08-09,NPC: Bay of Plenty v Northland Hls,6:15PM,6:30PM,2026-08-09T01:42:33Z
0162,50,Sky Sport Select,2026-08-09,NPC: Hawke's Bay v Tasman Hls,6:30PM,6:45PM,2026-08-09T01:42:33Z
0162,50,Sky Sport Select,2026-08-09,PGA Tour: Round 3,6:45PM,8:45PM,2026-08-09T01:42:33Z
0162,50,Sky Sport Select,2026-08-09,NPC: Otago v Canterbury (RS),8:45PM,10:45PM,2026-08-09T01:42:33Z
0162,50,Sky Sport Select,2026-08-09,NPC: Manawatu v Southland,10:45PM,12:45AM,2026-08-09T01:42:33Z
SPT1,51,Sky Sport 1,2026-08-09,Japan v Australia,9:55PM,12:35AM,2026-08-09T01:42:33Z
SPT1,51,Sky Sport 1,2026-08-09,NPC: Auckland v Wellington Hls,12:35AM,12:45AM,2026-08-09T01:42:33Z
SPT1,51,Sky Sport 1,2026-08-09,NPC: Bay of Plenty v Northland Hls,12:45AM,1:00AM,2026-08-09T01:42:33Z
SPT1,51,Sky Sport 1,2026-08-09,Currie Cup: Bulls v Pumas,1:00AM,3:10AM,2026-08-09T01:42:33Z
SPT1,51,Sky Sport 1,2026-08-09,Currie Cup: Sharks v Kavaliers,3:10AM,5:15AM,2026-08-09T01:42:33Z
SPT1,51,Sky Sport 1,2026-08-09,NPC: Hawke's Bay v Tasman Hls,5:15AM,5:30AM,2026-08-09T01:42:33Z
SPT1,51,Sky Sport 1,2026-08-09,Stormers v All Blacks Hls,5:30AM,5:45AM,2026-08-09T01:42:33Z
SPT1,51,Sky Sport 1,2026-08-09,NPC: Auckland v Wellington Hls,5:45AM,6:00AM,2026-08-09T01:42:33Z
SPT1,51,Sky Sport 1,2026-08-09,NPC: Nth Harbour v Counties Manukau Hls,6:00AM,6:15AM,2026-08-09T01:42:33Z
SPT1,51,Sky Sport 1,2026-08-09,NPC: Taranaki v Waikato Hls,6:15AM,6:30AM,2026-08-09T01:42:33Z
SPT1,51,Sky Sport 1,2026-08-09,NPC: Bay of Plenty v Northland Hls,6:30AM,6:45AM,2026-08-09T01:42:33Z
SPT1,51,Sky Sport 1,2026-08-09,Stormers v All Blacks Hls,6:45AM,7:00AM,2026-08-09T01:42:33Z
SPT1,51,Sky Sport 1,2026-08-09,Argentina v South Africa,7:00AM,9:30AM,2026-08-09T01:42:33Z
SPT1,51,Sky Sport 1,2026-08-09,Japan v Australia,9:30AM,11:30AM,2026-08-09T01:42:33Z
SPT1,51,Sky Sport 1,2026-08-09,Argentina v South Africa,11:30AM,1:30PM,2026-08-09T01:42:33Z
SPT1,51,Sky Sport 1,2026-08-09,NPC: Hawke's Bay v Tasman Hls,1:30PM,1:45PM,2026-08-09T01:42:33Z
SPT1,51,Sky Sport 1,2026-08-09,Argentina v South Africa Hls,1:45PM,2:00PM,2026-08-09T01:42:33Z
SPT1,51,Sky Sport 1,2026-08-09,NPC: Otago v Canterbury (RS),2:00PM,4:00PM,2026-08-09T01:42:33Z
SPT1,51,Sky Sport 1,2026-08-09,Japan v Australia Hls,4:00PM,4:15PM,2026-08-09T01:42:33Z
SPT1,51,Sky Sport 1,2026-08-09,Argentina v South Africa Hls,4:15PM,4:30PM,2026-08-09T01:42:33Z
SPT1,51,Sky Sport 1,2026-08-09,Stormers v All Blacks Ext. Hls,4:30PM,5:00PM,2026-08-09T01:42:33Z
SPT1,51,Sky Sport 1,2026-08-09,NPC: Manawatu v Southland,5:00PM,7:00PM,2026-08-09T01:42:33Z
SPT1,51,Sky Sport 1,2026-08-09,The Breakdown,7:00PM,8:00PM,2026-08-09T01:42:33Z
SPT1,51,Sky Sport 1,2026-08-09,NPC: Nth Harbour v Counties Manukau Hls,8:00PM,8:15PM,2026-08-09T01:42:33Z
SPT1,51,Sky Sport 1,2026-08-09,NPC: Taranaki v Waikato Hls,8:15PM,8:30PM,2026-08-09T01:42:33Z
SPT1,51,Sky Sport 1,2026-08-09,NPC: Auckland v Wellington Hls,8:30PM,8:45PM,2026-08-09T01:42:33Z
SPT1,51,Sky Sport 1,2026-08-09,NPC: Bay of Plenty v Northland Hls,8:45PM,9:00PM,2026-08-09T01:42:33Z
SPT1,51,Sky Sport 1,2026-08-09,NPC: Hawke's Bay v Tasman Hls,9:00PM,9:15PM,2026-08-09T01:42:33Z
SPT1,51,Sky Sport 1,2026-08-09,NPC: Otago v Canterbury Hls (RS),9:15PM,9:30PM,2026-08-09T01:42:33Z
SPT1,51,Sky Sport 1,2026-08-09,NPC: Manawatu v Southland Hls,9:30PM,9:45PM,2026-08-09T01:42:33Z
SPT1,51,Sky Sport 1,2026-08-09,The Breakdown,9:45PM,10:45PM,2026-08-09T01:42:33Z
SPT1,51,Sky Sport 1,2026-08-09,Argentina v South Africa,10:45PM,12:55AM,2026-08-09T01:42:33Z
SPT2,52,Sky Sport 2,2026-08-09,NRL 2026: Rabbitohs v Eels R23,9:30PM,12:45AM,2026-08-09T01:42:33Z
SPT2,52,Sky Sport 2,2026-08-09,NRLW: Warriors v Knights Hls R6,12:45AM,1:00AM,2026-08-09T01:42:33Z
SPT2,52,Sky Sport 2,2026-08-09,NPC: Hawke's Bay v Tasman Hls,1:00AM,1:15AM,2026-08-09T01:42:33Z
SPT2,52,Sky Sport 2,2026-08-09,Tour De France Femmes Stage 7 Hls,1:15AM,1:45AM,2026-08-09T01:42:33Z
SPT2,52,Sky Sport 2,2026-08-09,Tour de France Femmes Stage 8,1:45AM,5:00AM,2026-08-09T01:42:33Z
SPT2,52,Sky Sport 2,2026-08-09,PGA Tour: Round 3,5:00AM,12:00PM,2026-08-09T01:42:33Z
SPT2,52,Sky Sport 2,2026-08-09,Stormers v All Blacks,12:00PM,2:00PM,2026-08-09T01:42:33Z
SPT2,52,Sky Sport 2,2026-08-09,PGA Tour: Round 3 Hls,2:00PM,2:30PM,2026-08-09T01:42:33Z
SPT2,52,Sky Sport 2,2026-08-09,Sal's NBL: Sharks v Saints Final,2:30PM,5:30PM,2026-08-09T01:42:33Z
SPT2,52,Sky Sport 2,2026-08-09,CPL: Jamaica v Antigua & Barbuda Hls,5:30PM,5:45PM,2026-08-09T01:42:33Z
SPT2,52,Sky Sport 2,2026-08-09,Hundred W: Brave v Super Giants Hls,5:45PM,6:00PM,2026-08-09T01:42:33Z
SPT2,52,Sky Sport 2,2026-08-09,Argentina v South Africa Hls,6:00PM,6:15PM,2026-08-09T01:42:33Z
SPT2,52,Sky Sport 2,2026-08-09,Japan v Australia Hls,6:15PM,6:30PM,2026-08-09T01:42:33Z
SPT2,52,Sky Sport 2,2026-08-09,Stormers v All Blacks Ext. Hls,6:30PM,7:00PM,2026-08-09T01:42:33Z
SPT2,52,Sky Sport 2,2026-08-09,Tour De France Femmes Stage 8 Hls,7:00PM,7:30PM,2026-08-09T01:42:33Z
SPT2,52,Sky Sport 2,2026-08-09,PGA Tour: Round 3 Hls,7:30PM,8:10PM,2026-08-09T01:42:33Z
SPT2,52,Sky Sport 2,2026-08-09,NRLW: Roosters v Eels R6,8:10PM,9:55PM,2026-08-09T01:42:33Z
SPT2,52,Sky Sport 2,2026-08-09,Japan v Australia Hls,9:55PM,10:10PM,2026-08-09T01:42:33Z
SPT2,52,Sky Sport 2,2026-08-09,NRLW: Raiders v Broncos Hls R6,10:10PM,10:25PM,2026-08-09T01:42:33Z
SPT2,52,Sky Sport 2,2026-08-09,NRLW: Dragons v Tigers Hls R6,10:25PM,10:40PM,2026-08-09T01:42:33Z
SPT2,52,Sky Sport 2,2026-08-09,NRL 2026: Warriors v Panthers R23 Hls,10:40PM,10:55PM,2026-08-09T01:42:33Z
SPT2,52,Sky Sport 2,2026-08-09,NRL 2026: Raiders v Knights R23,10:55PM,12:55AM,2026-08-09T01:42:33Z
SPT3,53,Sky Sport 3,2026-08-09,Hundred W: MI London v Rockets,9:45PM,1:00AM,2026-08-09T01:42:33Z
SPT3,53,Sky Sport 3,2026-08-09,Hundred: MI London v Rockets,1:00AM,4:35AM,2026-08-09T01:42:33Z
